round	text_id	DQQ0	DQQ1	DQQ2	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q0	annotator_id
round3	V4_57	1	4	3	2	4	4	4.0	3	4	4.0	3	2	3
round3	V5_57	1	4	3	3	4	4	4.0	4	4	4.0	1	2	3
round3	V1_58	1	4	3	3	0	0	0.0	0	4	4.0	2	4	5
round3	V2_58	1	4	3	3	4	4	4.0	4	4	4.0	2	4	5
round3	V3_58	1	4	3	3	4	3	3.0	3	2	4.0	2	4	5
round3	V4_58	1	4	3	3	4	4	2.0	3	4	4.0	3	3	5
round3	V5_58	1	4	3	3	4	4	3.0	3	4	4.0	3	3	5
round3	V1_59	1	4	3	2	0	0	0.0	0	2	3.0	2	2	10
round3	V2_59	1	4	3	3	4	1	1.0	3	3	3.0	2	3	10
round3	V3_59	1	4	4	4	4	4	3.0	3	4	4.0	2	4	10
round3	V4_59	1	4	3	2	4	2	3.0	3	2	3.0	3	3	10
round3	V5_59	1	4	3	2	3	2	2.0	2	2	3.0	3	2	10
